,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
923,37,7,1,1,0,1970,1,0,1,5,9,253,1,-1,0,3,yes
1628,31,9,2,2,0,1081,0,0,0,24,0,202,5,261,2,0,yes
16,32,1,2,0,0,611,1,0,2,8,8,541,3,-1,0,3,yes
5338,36,1,2,1,0,2596,0,0,2,18,6,60,6,-1,0,3,no
2662,42,4,1,2,0,1205,0,0,1,8,11,376,2,-1,0,3,yes
1424,32,9,1,1,0,303,1,0,0,8,0,150,1,267,4,0,yes
1520,35,1,1,1,0,293,1,0,0,17,0,1017,1,325,1,1,yes
4560,77,5,1,0,0,3324,0,0,0,13,8,289,1,91,5,2,yes
5031,30,4,2,2,0,8535,0,0,0,18,6,393,2,-1,0,3,yes
10344,37,1,1,0,0,0,1,0,2,26,8,24,1,-1,0,3,no
2889,24,9,1,1,0,556,1,0,0,6,9,368,2,80,2,2,yes
10522,47,4,0,2,0,4556,1,0,2,14,8,146,1,-1,0,3,no
227,30,0,0,1,0,377,1,0,2,4,6,524,15,-1,0,3,yes
3706,79,5,0,0,0,2787,0,0,1,13,5,617,1,377,1,2,yes
7433,46,1,1,1,0,922,0,1,0,14,5,151,2,-1,0,3,no
8728,34,9,2,1,0,1313,0,0,0,19,0,237,4,-1,0,3,no
1671,44,6,0,2,0,1070,1,0,0,30,0,381,1,160,2,1,yes
7026,60,5,1,0,0,894,1,0,2,15,8,65,7,-1,0,3,no
1179,29,9,1,1,0,273,0,0,0,4,3,2775,2,-1,0,3,yes
7062,45,9,1,1,0,1441,1,0,0,18,9,93,1,113,2,1,no
186,35,9,0,1,0,5724,1,0,2,30,8,691,10,-1,0,3,yes
3193,27,8,2,2,0,5291,0,0,0,11,3,293,1,91,4,2,yes
2162,50,4,1,2,0,253,0,0,0,28,8,513,9,-1,0,3,yes
10676,35,3,1,2,0,2880,0,0,0,29,4,42,1,-1,0,3,no
2363,58,3,0,1,0,0,0,0,0,2,5,478,2,-1,0,3,yes
4277,28,0,2,1,0,762,0,0,0,18,11,115,3,-1,0,3,yes
6295,55,0,0,1,0,1693,0,0,0,10,1,247,1,102,3,2,no
1619,39,0,1,1,0,732,0,0,0,23,0,522,4,-1,0,3,yes
3177,35,0,2,1,0,-32,0,1,0,9,3,63,4,182,5,0,yes
10693,59,4,0,2,0,0,0,0,1,30,5,196,3,-1,0,3,no
5049,27,9,2,2,0,1075,0,0,0,2,11,529,2,184,1,2,yes
8691,52,4,1,0,0,48,0,0,2,9,6,135,2,-1,0,3,no
7571,42,9,0,1,0,305,1,0,0,28,1,82,4,-1,0,3,no
3006,49,4,1,2,0,395,0,0,0,10,2,336,5,-1,0,3,yes
1982,31,1,2,1,0,953,1,0,0,14,8,479,1,346,2,2,yes
9388,50,1,1,0,0,280,1,0,2,18,6,61,23,-1,0,3,no
9753,37,9,1,1,0,1120,1,0,2,30,8,103,5,-1,0,3,no
7853,47,4,2,2,0,-230,0,0,0,4,3,293,1,-1,0,3,no
5941,39,0,1,1,0,3047,1,0,0,11,8,279,1,370,2,0,no
1257,26,8,2,1,0,620,0,0,0,17,3,104,1,-1,0,3,yes
9362,42,10,0,1,0,325,1,0,2,28,8,97,4,-1,0,3,no
1259,65,5,1,2,0,2416,0,0,0,17,3,221,2,-1,0,3,yes
4067,28,9,2,2,0,11862,0,0,0,21,10,549,2,238,13,1,yes
10798,67,9,1,1,0,0,0,0,0,13,1,1152,2,188,1,2,no
3232,23,8,2,1,0,1234,0,0,0,15,3,379,1,91,1,2,yes
6716,31,9,2,1,0,109,1,0,2,21,8,419,1,-1,0,3,no
7798,33,4,2,2,0,1909,0,0,0,8,1,191,2,-1,0,3,no
9376,42,4,1,2,0,1272,1,0,0,5,8,117,1,169,1,0,no
2196,26,0,2,2,0,313,0,1,0,2,6,199,1,96,2,2,yes
1848,45,7,0,1,0,608,1,1,0,7,8,1135,3,323,30,0,yes
7255,42,3,0,1,0,1406,1,0,0,22,5,178,1,-1,0,3,no
5903,27,9,2,1,0,0,0,0,0,6,3,161,1,-1,0,3,no
8800,34,1,1,0,0,3868,1,0,0,18,8,134,1,350,1,0,no
1633,72,6,1,2,0,132,0,0,0,27,0,444,1,-1,0,3,yes
9208,50,1,0,1,0,204,1,1,2,14,8,421,1,-1,0,3,no
7974,49,7,2,1,0,459,1,0,2,19,8,58,10,-1,0,3,no
7927,46,9,1,2,0,4176,1,0,2,12,6,153,6,-1,0,3,no
2217,38,1,1,1,0,2467,0,0,0,2,6,192,1,-1,0,3,yes
10,38,0,2,1,0,100,1,0,2,7,8,786,1,-1,0,3,yes
10485,35,9,2,2,0,144,1,1,0,4,3,202,4,113,20,0,no
895,32,9,2,2,0,5514,0,0,1,22,10,181,1,-1,0,3,yes
9196,47,1,2,3,0,2443,0,0,2,18,6,422,1,-1,0,3,no
724,52,7,1,0,0,1625,0,0,0,8,1,459,2,-1,0,3,yes
4092,44,2,1,2,0,121,0,0,0,9,9,248,1,91,1,2,yes
3700,30,6,2,2,0,251,0,0,0,12,5,537,1,-1,0,3,yes
1635,35,1,1,1,0,149,1,0,0,29,0,507,3,349,1,1,yes
3095,63,5,1,1,0,474,0,0,0,25,4,423,1,-1,0,3,yes
2401,46,1,1,1,0,922,1,0,1,8,5,576,1,-1,0,3,yes
10307,37,10,1,1,0,4769,0,0,0,29,4,124,1,-1,0,3,no
3053,61,4,1,1,0,544,0,0,0,29,2,63,3,200,9,2,yes
3130,77,5,1,2,0,7802,0,0,1,1,3,483,2,-1,0,3,yes
1986,53,7,0,1,0,765,1,0,0,14,8,959,3,174,7,1,yes
9227,32,10,1,1,0,365,1,0,0,30,4,210,3,-1,0,3,no
4592,34,7,1,1,0,1076,0,0,0,12,8,152,1,182,6,2,yes
1914,50,1,1,0,0,-522,1,0,0,13,8,863,3,-1,0,3,yes
2143,25,8,2,1,0,304,0,0,0,26,8,226,2,-1,0,3,yes
5042,35,0,2,1,0,507,1,0,0,22,5,560,2,-1,0,3,yes
3491,74,5,1,1,0,935,0,0,0,5,8,226,1,99,2,0,yes
3330,61,5,1,1,0,2801,1,1,0,10,7,239,1,-1,0,3,yes
4242,30,0,2,2,0,0,1,0,0,4,3,730,2,-1,0,3,yes
7284,35,1,1,1,0,1949,1,0,2,2,6,200,3,-1,0,3,no
2384,32,0,1,1,0,51,1,1,0,7,5,297,1,-1,0,3,yes
2849,51,6,2,1,0,0,0,0,0,29,10,1707,2,-1,0,3,yes
9643,33,1,2,1,0,1794,1,0,0,12,8,360,1,173,1,1,no
91,47,1,1,1,0,863,1,0,2,19,8,943,2,-1,0,3,yes
6838,44,0,0,1,0,-43,1,1,0,20,0,206,1,-1,0,3,no
9610,31,7,1,1,0,-414,1,0,0,6,8,1369,3,-1,0,3,no
6342,52,0,0,1,0,361,0,1,0,20,9,147,1,-1,0,3,no
9073,34,9,1,0,0,1301,0,0,0,2,3,56,1,-1,0,3,no
6155,55,5,0,1,0,282,1,0,2,5,6,99,2,-1,0,3,no
8322,50,3,1,0,0,4,0,0,2,16,6,51,1,-1,0,3,no
10801,28,0,2,2,0,373,1,0,0,4,3,126,1,-1,0,3,no
537,41,4,0,3,0,465,1,0,0,22,5,1508,1,-1,0,3,yes
8743,30,0,2,1,0,154,1,0,0,21,9,24,2,-1,0,3,no
3591,38,0,1,1,0,0,1,0,0,8,6,187,1,181,2,2,yes
3847,31,1,2,1,0,228,0,0,0,6,1,744,1,88,4,1,yes
7212,48,1,1,0,1,-50,1,0,0,14,8,212,6,-1,0,3,no
1081,34,4,2,2,0,2633,1,0,0,21,9,705,6,-1,0,3,yes
7060,36,8,1,0,0,3503,0,0,2,6,6,31,1,-1,0,3,no
9176,47,0,1,1,0,29,0,1,0,22,1,150,8,-1,0,3,no
5745,41,1,1,1,0,1954,0,0,0,18,9,65,1,110,2,2,no
5688,47,11,1,3,0,1880,0,0,2,18,6,64,2,-1,0,3,no
1602,65,5,1,0,0,276,0,0,0,22,0,229,1,-1,0,3,yes
4548,72,5,1,0,0,763,0,0,0,24,0,384,2,-1,0,3,yes
2362,28,4,2,2,0,12956,1,0,0,2,5,940,1,399,3,2,yes
3979,78,5,0,0,0,527,0,0,0,16,11,193,1,-1,0,3,yes
10226,40,10,2,1,0,1744,1,0,2,21,8,465,11,-1,0,3,no
5576,33,6,1,2,0,263,0,0,0,16,9,79,4,94,3,0,no
36,35,1,1,0,0,414,0,0,2,13,8,504,4,-1,0,3,yes
1534,29,9,2,1,0,674,0,0,0,17,0,170,5,-1,0,3,yes
9144,37,1,1,0,0,461,1,0,2,30,8,272,2,-1,0,3,no
2974,31,9,1,1,0,318,0,0,0,2,2,310,1,-1,0,3,yes
2488,21,8,2,1,0,123,0,0,1,12,1,449,1,-1,0,3,yes
9273,48,1,1,0,0,3304,0,0,2,11,6,409,3,-1,0,3,no
6769,36,4,2,2,0,335,0,0,2,10,10,5,1,772,4,0,no
7180,34,0,0,1,0,67,1,0,2,6,8,90,1,-1,0,3,no
3852,25,8,2,1,0,348,0,0,0,10,1,245,1,-1,0,3,yes
9816,48,1,1,0,0,783,0,1,0,6,1,90,2,-1,0,3,no
4042,62,6,0,2,0,6,1,0,0,13,10,216,1,183,4,2,yes
10566,48,1,0,0,0,2677,0,0,2,20,6,23,3,-1,0,3,no
652,49,4,0,2,0,755,0,0,0,31,5,1212,4,-1,0,3,yes
9428,29,0,2,1,0,2768,1,0,2,2,6,121,4,-1,0,3,no
6200,32,4,2,2,0,124,0,0,0,4,3,87,2,-1,0,3,no
8913,32,7,1,1,0,243,1,1,2,6,8,144,1,-1,0,3,no
3080,45,0,1,1,0,5021,0,0,0,14,4,233,1,-1,0,3,yes
5223,51,6,1,2,0,5350,1,1,0,31,5,612,4,-1,0,3,yes
5332,43,9,0,0,0,13,0,1,0,9,5,977,4,-1,0,3,no
4663,30,4,2,2,0,536,0,0,0,14,4,362,2,91,2,2,yes
2782,77,5,1,3,0,1807,0,0,1,20,10,373,1,-1,0,3,yes
2614,39,1,2,0,0,24277,0,0,0,28,1,261,1,-1,0,3,yes
10482,26,9,2,2,0,4130,0,0,0,28,4,104,2,-1,0,3,no
4271,42,2,1,1,0,0,1,0,0,9,0,331,1,140,4,0,yes
3603,36,4,1,2,0,495,0,0,0,14,6,187,1,94,9,2,yes
5091,42,4,1,2,0,372,1,0,0,4,1,153,3,1,2,2,yes
6646,29,9,0,1,0,124,0,0,2,27,8,125,1,-1,0,3,no
7612,55,4,1,1,0,0,1,0,2,13,8,309,2,-1,0,3,no
8130,39,6,1,1,0,4722,1,0,2,17,6,483,1,-1,0,3,no
10075,29,0,2,1,0,382,1,0,2,12,8,460,1,-1,0,3,no
9238,33,9,1,1,0,0,0,0,0,25,1,296,8,-1,0,3,no
2257,26,8,2,1,0,132,0,0,0,4,6,217,1,-1,0,3,yes
3125,56,5,0,0,0,694,0,0,0,29,4,144,1,102,1,1,yes
10437,35,1,1,0,0,602,1,0,0,14,8,467,6,-1,0,3,no
7488,35,9,1,2,0,416,0,0,0,11,1,591,4,-1,0,3,no
4700,28,9,2,1,1,-1042,1,0,2,6,6,712,2,-1,0,3,yes
3017,53,2,1,2,0,1961,0,0,0,15,2,351,1,-1,0,3,yes
2839,75,6,1,3,0,4984,0,0,1,28,10,509,1,-1,0,3,yes
2484,39,0,1,1,0,260,1,0,0,11,1,175,2,116,2,0,yes
11012,57,0,1,1,0,808,0,0,0,14,5,417,3,-1,0,3,no
7183,31,4,2,2,0,471,0,0,0,29,1,153,2,-1,0,3,no
1531,36,9,2,1,1,-487,1,0,0,17,0,1080,1,-1,0,3,yes
6741,38,9,0,2,0,304,1,0,0,20,0,8,2,-1,0,3,no
9078,48,9,0,2,0,113,0,1,0,22,5,38,1,-1,0,3,no
4299,59,4,1,2,0,1,1,0,0,29,0,210,1,-1,0,3,yes
10501,32,9,2,1,0,-114,0,0,0,12,1,155,2,-1,0,3,no
7392,47,9,1,2,0,4568,0,0,2,9,6,100,1,-1,0,3,no
7726,45,4,0,1,0,51,1,0,0,31,5,67,8,-1,0,3,no
8980,36,4,2,2,1,-508,1,0,0,17,0,832,2,-1,0,3,no
7842,25,1,2,1,0,76,0,1,0,28,5,50,4,-1,0,3,no
7333,42,3,2,0,0,5774,1,0,2,15,8,54,2,-1,0,3,no
3036,30,10,0,1,0,7105,0,0,0,22,2,321,2,-1,0,3,yes
3812,43,1,1,0,0,2952,0,0,0,3,1,417,2,95,1,1,yes
3826,29,4,2,2,0,437,0,0,0,5,1,504,1,92,1,2,yes
11052,54,3,1,0,0,212,0,0,0,12,1,81,4,-1,0,3,no
11034,42,1,1,0,0,0,0,0,2,20,6,19,2,-1,0,3,no
4415,57,4,0,2,0,8897,1,0,0,12,1,865,2,-1,0,3,yes
7642,35,4,1,2,0,753,0,0,0,27,1,111,9,-1,0,3,no
5804,59,0,1,1,0,92,1,0,0,12,8,139,2,350,1,0,no
2973,28,0,1,1,0,330,0,0,0,2,2,357,1,188,3,1,yes
8677,39,9,1,1,0,130,0,0,0,8,5,202,2,-1,0,3,no
3942,37,4,2,2,0,698,0,0,0,8,11,1081,2,-1,0,3,yes
10351,31,0,1,1,0,0,1,1,0,18,9,79,3,-1,0,3,no
10190,27,6,1,2,0,10005,1,0,0,14,0,163,3,271,2,0,no
11123,31,7,1,1,0,428,1,0,2,21,8,272,1,-1,0,3,no
4184,71,5,1,2,0,653,0,0,1,3,11,471,1,189,1,2,yes
5216,32,4,2,2,0,2667,1,0,0,12,1,971,2,-1,0,3,yes
54,48,1,1,1,0,1405,1,0,2,14,8,629,2,-1,0,3,yes
3148,39,7,1,1,0,2758,0,0,0,4,3,658,3,-1,0,3,yes
10841,47,0,2,1,0,594,1,0,2,7,8,161,1,-1,0,3,no
7709,43,1,1,0,0,0,1,0,2,20,8,592,1,-1,0,3,no
9945,36,9,1,1,0,1345,1,0,2,30,8,231,3,-1,0,3,no
10534,51,1,1,3,0,0,0,0,2,2,6,61,7,-1,0,3,no
1728,55,0,1,1,0,139,0,0,0,30,0,241,1,-1,0,3,yes
2100,26,8,2,1,0,620,0,0,0,22,8,223,1,94,1,2,yes
1368,53,9,1,1,0,10185,0,0,0,23,7,115,1,-1,0,3,yes
6127,37,4,1,2,0,6014,1,0,0,15,5,163,6,-1,0,3,no
8554,38,1,1,0,0,668,0,0,2,8,8,238,1,-1,0,3,no
11013,47,7,1,3,0,4822,1,0,2,21,8,154,5,-1,0,3,no
5839,34,4,1,2,0,188,0,0,0,5,8,399,1,-1,0,3,no
2279,58,5,1,0,0,1980,0,0,0,5,6,255,1,-1,0,3,yes
1265,57,5,0,0,0,720,0,0,1,17,3,202,4,-1,0,3,yes
8786,56,1,1,1,0,771,1,1,2,19,6,254,1,-1,0,3,no
7959,36,0,1,1,0,286,1,0,0,22,5,167,9,-1,0,3,no
5838,57,4,1,2,0,3431,1,0,2,16,8,73,1,-1,0,3,no
4328,29,1,2,1,0,-20,0,1,0,21,5,574,1,-1,0,3,yes
76,39,9,1,2,0,94,1,1,2,16,8,813,1,-1,0,3,yes
8311,41,9,1,1,0,-378,1,0,0,5,3,361,1,253,2,0,no
4430,41,9,1,1,0,1819,0,0,0,22,11,397,1,371,3,0,yes
2478,30,4,2,2,0,533,0,0,0,11,1,229,2,99,4,2,yes
118,27,9,1,1,0,2183,1,1,2,21,8,857,1,-1,0,3,yes
10969,41,0,2,1,0,0,0,0,1,25,5,286,2,-1,0,3,no
5110,38,0,1,2,0,1988,0,0,0,27,7,164,2,130,2,0,yes
5326,52,9,1,1,0,475,1,0,0,28,5,121,3,-1,0,3,no
3585,28,4,2,2,0,223,1,0,0,1,6,303,1,278,3,2,yes
9062,70,5,1,1,0,1310,0,0,0,15,10,634,1,-1,0,3,no
4610,45,1,1,1,0,7895,1,0,0,4,3,872,1,-1,0,3,yes
2972,22,8,2,2,0,691,0,0,0,30,9,260,5,103,1,2,yes
2346,54,4,1,2,0,1464,0,0,0,30,6,157,1,-1,0,3,yes
8400,54,4,1,2,0,284,1,1,1,15,8,65,5,-1,0,3,no
9311,35,4,2,2,0,0,0,1,0,14,1,370,4,-1,0,3,no
2419,33,9,1,2,0,1699,0,0,0,4,1,600,1,-1,0,3,yes
10217,32,9,2,2,0,195,1,0,0,22,1,239,2,-1,0,3,no
3975,31,4,2,2,0,3340,0,0,0,15,11,213,2,469,3,2,yes
9632,33,4,1,2,0,310,0,0,0,29,1,179,2,-1,0,3,no
1659,25,4,2,2,0,943,0,0,0,30,0,512,1,-1,0,3,yes
10118,52,7,1,3,0,337,1,0,2,19,8,85,3,-1,0,3,no
2978,36,0,0,2,0,4708,0,0,0,3,2,284,1,171,1,0,yes
5792,48,4,1,2,0,20718,1,0,2,14,8,125,1,-1,0,3,no
5768,55,5,1,0,0,2,0,0,2,27,6,392,4,-1,0,3,no
7537,50,1,0,1,0,203,1,0,1,19,9,265,1,127,4,1,no
232,27,4,2,2,1,-713,1,0,2,4,6,525,2,-1,0,3,yes
7759,46,0,0,1,0,1342,1,0,0,4,3,135,1,-1,0,3,no
10156,42,6,1,1,0,0,0,0,0,14,1,277,4,-1,0,3,no
3209,36,9,1,2,0,341,0,0,0,12,3,419,2,183,1,2,yes
4704,59,4,1,2,0,315,0,0,0,2,7,591,1,176,2,0,yes
5041,48,9,1,1,1,0,0,0,2,30,8,682,1,-1,0,3,yes
9889,45,0,2,1,0,206,1,0,2,5,8,193,1,-1,0,3,no
5164,30,1,2,1,0,183,1,0,0,18,5,610,1,-1,0,3,yes
8108,51,3,1,0,0,1093,0,1,2,18,6,18,1,-1,0,3,no
721,31,4,2,2,0,165,0,1,0,8,1,523,2,-1,0,3,yes
2993,29,8,2,1,0,314,0,0,0,7,2,415,2,116,4,0,yes
9796,54,1,0,1,0,615,0,1,0,20,9,230,1,-1,0,3,no
11066,28,9,2,1,0,2000,0,0,1,3,3,226,2,-1,0,3,no
1742,31,4,2,2,0,354,0,0,0,30,0,502,1,9,2,2,yes
9217,37,2,1,2,0,310,0,0,0,1,11,76,1,-1,0,3,no
5762,43,1,2,0,0,0,0,0,2,9,8,71,3,-1,0,3,no
2768,50,4,1,2,0,469,0,0,0,16,10,170,1,183,1,2,yes
8711,44,1,2,0,0,287,0,0,0,29,4,301,1,-1,0,3,no
2761,43,7,1,0,0,2557,1,0,1,15,10,166,3,183,5,2,yes
3424,22,4,2,2,0,104,0,1,0,16,0,330,3,-1,0,3,yes
5050,38,9,2,2,0,508,1,1,0,12,1,1103,2,-1,0,3,yes
3054,46,4,0,2,0,461,0,0,0,30,2,369,2,-1,0,3,yes
8416,31,9,1,1,0,0,1,1,0,28,4,71,1,223,9,1,no
148,59,5,2,1,0,351,1,0,2,27,8,1063,5,-1,0,3,yes
4441,40,9,0,2,0,4736,1,0,0,11,3,285,2,-1,0,3,yes
9494,36,4,2,2,0,-38,1,0,2,14,8,784,1,-1,0,3,no
10721,73,5,1,0,0,1388,0,0,0,20,5,146,3,190,3,2,no
427,54,9,1,1,0,-315,0,1,0,10,5,2029,1,-1,0,3,yes
4826,33,4,2,2,0,224,0,0,0,23,11,409,2,92,4,2,yes
4713,26,4,2,2,0,194,0,0,0,22,0,407,2,-1,0,3,yes
4189,36,9,2,1,0,27,1,0,0,9,3,631,1,260,2,2,yes
10895,57,4,1,2,0,350,0,0,1,4,8,87,3,-1,0,3,no
6788,48,7,1,1,0,127,0,0,0,8,5,117,1,-1,0,3,no
9458,37,4,1,2,0,5016,0,0,0,8,1,119,1,-1,0,3,no
1687,33,1,2,3,0,129,1,1,0,30,0,482,1,161,1,0,yes
1860,36,9,2,2,0,962,1,0,0,8,8,568,1,-1,0,3,yes
5161,42,1,1,0,0,1673,1,0,0,17,0,636,3,-1,0,3,yes
8912,27,9,1,1,0,241,0,1,2,26,3,889,1,-1,0,3,no
8768,57,5,1,0,0,333,0,0,2,22,1,336,2,-1,0,3,no
7119,43,1,1,1,0,1324,1,0,1,12,8,179,5,-1,0,3,no
9655,39,1,1,0,0,332,1,0,2,8,8,277,3,-1,0,3,no
203,36,7,1,0,0,0,1,0,2,2,6,1036,1,-1,0,3,yes
2743,56,10,1,1,0,12,0,0,0,12,10,511,3,187,1,0,yes
298,42,2,2,3,0,323,0,0,2,16,6,617,1,-1,0,3,yes
2727,28,4,2,2,0,6784,0,0,0,1,10,502,1,115,3,1,yes
8219,41,1,2,1,0,925,1,0,1,13,8,43,1,-1,0,3,no
3971,39,4,1,3,0,76,0,0,0,15,11,200,1,183,1,2,yes
9286,31,9,1,1,0,450,0,1,0,20,9,111,2,129,4,0,no
5893,38,6,1,1,0,746,0,0,2,20,6,256,3,-1,0,3,no
2764,75,5,1,1,0,3771,0,0,1,16,10,186,1,183,1,0,yes
3077,62,1,1,1,0,180,0,0,0,14,4,183,1,90,4,1,yes
658,36,4,0,2,0,0,0,0,0,4,1,1165,1,-1,0,3,yes
10602,52,1,1,1,0,665,1,0,2,15,8,57,4,-1,0,3,no
3244,26,0,2,2,0,2532,1,1,0,18,3,269,1,-1,0,3,yes
4047,27,9,2,1,0,643,0,0,1,14,10,301,1,93,1,2,yes
2177,43,4,1,2,0,1059,0,1,0,1,6,335,2,-1,0,3,yes
5595,29,10,2,2,0,7,0,0,0,6,8,51,1,179,1,0,no
8210,38,3,1,1,0,110,0,0,0,25,8,167,1,-1,0,3,no
3680,29,4,2,2,0,1808,0,0,0,7,5,273,2,433,1,2,yes
3926,65,0,1,1,0,952,0,0,0,6,11,255,1,96,1,2,yes
6276,25,4,2,1,0,1272,1,0,0,24,5,342,2,-1,0,3,no
8229,32,1,1,0,0,274,1,0,2,9,8,21,3,-1,0,3,no
7543,32,6,1,1,0,67,0,0,0,5,1,153,1,-1,0,3,no
1691,53,7,1,1,0,341,0,0,0,30,0,423,2,-1,0,3,yes
1589,30,1,2,3,0,6281,0,0,0,21,0,149,2,-1,0,3,yes
11126,35,10,1,1,1,1054,1,1,0,21,9,106,1,-1,0,3,no
1611,45,4,1,2,0,506,0,0,0,23,0,229,2,-1,0,3,yes
1737,61,5,0,1,0,927,0,0,0,30,0,427,3,-1,0,3,yes
5181,31,1,1,1,0,3311,1,0,2,20,8,719,1,-1,0,3,yes
9920,27,8,2,2,0,24,1,0,0,2,3,344,2,-1,0,3,no
8025,40,5,2,1,0,1734,1,0,2,3,6,123,4,-1,0,3,no
11065,31,9,2,1,0,147,1,0,2,7,8,374,1,-1,0,3,no
3586,49,0,2,2,0,228,1,0,0,2,6,407,1,92,1,2,yes
618,46,3,1,1,0,271,1,0,0,30,5,1013,29,-1,0,3,yes
4685,42,4,0,1,0,283,1,0,0,23,5,761,1,-1,0,3,yes
1294,42,10,1,2,0,576,0,0,0,27,3,156,1,-1,0,3,yes
7818,42,9,1,1,0,27,0,0,0,14,1,259,4,-1,0,3,no
2376,41,2,1,0,0,0,0,0,0,3,5,438,2,389,1,1,yes
5675,39,1,1,1,0,1403,0,0,0,11,8,214,8,326,2,0,no
252,45,1,0,0,0,844,0,0,2,5,6,1018,3,-1,0,3,yes
738,53,4,1,2,0,0,0,0,0,11,1,608,2,-1,0,3,yes
6991,45,4,1,2,0,80,0,1,0,19,9,157,1,-1,0,3,no
10749,53,9,1,2,0,431,1,0,0,5,8,55,1,328,1,0,no
5374,44,4,1,2,0,6203,1,1,2,13,8,129,1,-1,0,3,no
5945,33,1,2,1,0,1387,0,0,0,5,3,185,1,-1,0,3,no
4648,41,4,1,2,0,254,0,0,0,9,6,183,2,294,2,0,yes
7703,46,0,1,1,0,1252,1,1,0,17,9,59,1,-1,0,3,no
680,46,9,1,1,0,940,0,0,0,5,1,1227,2,-1,0,3,yes
6031,32,9,1,2,0,3850,1,0,0,20,0,63,4,-1,0,3,no
3566,32,0,2,1,0,344,0,0,0,26,8,530,2,-1,0,3,yes
9442,29,0,2,1,0,-498,1,0,0,2,3,99,3,227,14,0,no
3108,39,0,1,1,0,0,0,0,0,27,4,366,1,436,10,0,yes
5647,30,0,0,0,0,1032,1,0,2,29,8,52,5,-1,0,3,no
3291,25,8,2,1,0,154,0,0,0,3,7,141,1,180,2,0,yes
8146,38,2,1,2,0,898,1,0,2,6,8,132,2,-1,0,3,no
9216,56,1,1,3,0,665,1,0,2,20,6,109,2,-1,0,3,no
4306,30,4,2,1,0,4642,1,0,0,21,9,528,1,-1,0,3,yes
4881,53,1,1,1,0,6112,0,0,0,3,3,211,1,-1,0,3,yes
2686,74,5,1,0,0,1765,0,0,1,11,11,290,2,-1,0,3,yes
10174,42,3,1,0,0,4279,1,0,0,22,5,98,1,-1,0,3,no
1776,45,1,1,0,0,803,1,0,0,4,8,742,4,-1,0,3,yes
9627,38,9,0,2,0,791,1,0,2,26,8,89,2,-1,0,3,no
6705,32,9,1,2,0,0,1,0,0,19,9,231,4,-1,0,3,no
3850,57,0,1,3,0,2038,0,0,0,9,1,628,1,182,2,0,yes
7318,49,1,1,0,0,230,0,1,2,30,6,176,1,-1,0,3,no
8366,33,7,1,2,0,597,0,0,0,4,3,134,1,-1,0,3,no
2552,30,8,2,1,0,48,0,0,0,18,1,161,1,173,1,0,yes
6710,74,5,0,0,0,2308,0,0,1,16,11,251,2,535,2,2,no
7235,57,9,0,1,0,3105,1,0,2,14,8,173,11,-1,0,3,no
5466,34,1,2,1,0,341,1,0,2,8,8,195,1,-1,0,3,no
8696,57,0,1,3,0,0,1,0,2,15,8,215,2,-1,0,3,no
8175,41,2,1,1,0,187,0,1,0,21,5,354,1,-1,0,3,no
6037,48,1,1,1,0,48,1,1,2,29,8,144,1,-1,0,3,no
5868,26,0,1,1,0,1417,1,0,2,6,6,60,3,-1,0,3,no
8359,34,7,1,1,0,190,1,0,0,15,8,121,3,-1,0,3,no
7236,44,3,1,1,0,281,1,0,2,8,8,604,1,-1,0,3,no
9457,40,7,1,1,0,9374,1,0,0,21,9,7,8,185,1,0,no
5559,65,5,1,2,0,1948,0,0,0,2,3,102,2,-1,0,3,no
9389,55,9,1,3,0,574,1,0,0,29,4,243,2,-1,0,3,no
8726,41,9,2,2,0,-89,1,0,0,3,3,195,4,251,4,0,no
6067,45,0,1,1,0,256,0,0,0,21,9,135,2,-1,0,3,no
5407,65,4,0,2,0,2756,0,0,0,23,11,1353,2,-1,0,3,no
1287,25,9,2,1,0,1231,1,0,0,27,3,412,5,-1,0,3,yes
2607,36,9,2,1,0,539,1,0,0,27,1,398,2,477,1,0,yes
5135,43,6,1,1,0,14144,1,0,0,21,9,504,1,-1,0,3,yes
842,31,6,1,2,0,94,0,0,0,22,1,579,2,-1,0,3,yes
2325,37,0,2,2,0,1000,1,0,0,15,6,322,1,90,1,2,yes
2995,30,8,2,1,0,1681,0,0,0,7,2,329,2,-1,0,3,yes
1695,24,0,2,1,0,1052,0,0,0,30,0,354,1,-1,0,3,yes
756,49,1,1,1,0,553,0,0,0,12,1,645,8,-1,0,3,yes
8991,44,9,2,1,0,54,0,1,0,19,1,199,2,-1,0,3,no
10689,58,5,1,1,0,19,0,1,0,15,5,106,3,-1,0,3,no
5139,32,9,1,1,0,348,1,0,0,17,5,926,1,-1,0,3,yes
9343,58,6,1,2,0,327,0,1,0,14,5,145,2,-1,0,3,no
8564,44,2,0,1,0,1,0,0,0,31,5,388,4,-1,0,3,no
8639,42,7,1,0,0,2567,1,0,2,19,8,401,2,-1,0,3,no
9194,57,5,1,2,0,34,0,1,0,28,4,139,1,-1,0,3,no
3312,31,9,1,2,0,1570,1,0,0,8,7,277,4,286,1,0,yes
356,27,1,1,2,0,335,1,0,2,26,6,519,3,-1,0,3,yes
10670,57,4,1,1,0,7162,0,0,0,17,9,83,1,-1,0,3,no
6724,58,9,0,1,0,-354,1,1,0,7,5,98,1,-1,0,3,no
1507,29,4,2,2,0,268,0,0,0,16,0,667,1,-1,0,3,yes
